Delete ,Home-Airtel-2,Home-Airtel,AndroidAP,Deepak,0LA_DRIVER_HOTSPOT_9880184381,Chandri,Get Lost .. Its not yours,lotus 4th floor 411,Debasree,bulla2,SusheelaaPG4network,Lotus pg basement,aaranshu2016,0LA AUTOCONNECT GS6QC,chandrapg4,virus,lotus 4th floor 401,Home-Airtel-2_5G,207_2,Lotus second floor 202,susheelaa,Ankur,Lotus G15,Lotus1stfloorg11,sekar,Cool,JPC 6TH ,Haveli,Lotus4thfloor1,BUZA-ZGFyc2FuYQ,Lotus 2nd floor 1,D-Link_DIR-615,Bing7777777,foobar,MGMNT,SusheelaaPGNetwork,manepalli,Princess Leia,Lotus2ndfloor211,Moto G (5) Plus 1910,Lotus3rdfloor301,masha,chandrapg2,Nehaswa,Amaravathi pg4,LotusG2,sanchit,The creep next door,207_1_Guest,Dekhle_Hobe_khorcha_Aache!,R@;€$#,Lotus602,207_1,Amaravathi pg3,@nu,Balki_2AE3,207_3,Airtel_Zerotouch,JP3F 4,BZ7r-dmljdmVua2F0MDEy,Lotus pg 5th Floor,ASHOK M,subhu,Lotus3rdfloor315,Moto G (5S) Plus 5179,vivo 1713,0LA AUTOCONNECT VB8YW,Chandra Row3,Lotus6thfloor615,Lotus3rdfloor311,JioFi2_EA0D27,Chandrapg3
,-62,-72,,,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-74,,,,-75,,,,,,,,,,,,,,,
,-64,-73,,,,,,,,,,,,,,,,-73,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-74,,,,-71,,,,,,,,,,,,,,,
,-63,-74,,,,,,,,,,,,,,,,-73,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,-76,,,,-70,,,,,,,,,,,-88,,,,
,-64,-74,,,,,,,,,,,,,,,,-73,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-74,,,,-64,,,,,,,,,,,-88,,,,
,-63,-74,,,,,,,,,,,,,,,,-73,-84,,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-73,,,,-71,,,,,,,,,,,-86,,,,
,-63,-75,,,,,,,,,,,,,,,,-73,,,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-73,,,,-69,,,,,,,,,,,-86,,,,
,-62,-74,,,,,,,,,,-91,,,,,,-73,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,-73,,,,-73,,,,,,,,,,,-86,,,,
,-64,-74,,,,,,,,,,-91,,,,,,-73,-82,,-93,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-75,,,,-74,,,,-65,,,,,,,,,,,-86,,,,
,-62,-74,,,,,,,,,,,,,,,,-73,-82,,-93,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-73,,,,-74,,,,-63,,,,,,,,,,,-86,,,,
,-65,-76,,,,,,,,,,,,,,,,-74,-82,,-95,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-72,,,,-71,,,,-70,,,,,,,,,,,-92,,,,
,-62,-76,,,,,,,,,,,,,,,,-74,-81,,-95,,,,,,,,,,,,-76,,,,,,,,,,,,,,,,-75,,,,-75,,,,-64,,,,,,,,,,,-92,,,,
,-65,-77,,,,,,,,,,,,,,,,-74,-81,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,,,-75,,,,-74,,,,-63,,,,,,,,,,,-91,,,,
,-65,-77,,,,,,,,,,,,,,,,-74,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,-75,,,,-71,-91,,,,,,,,,,-91,,,,
,-64,-78,,,,,,,,,,,,,,,,-74,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,-74,,,,-63,-91,,,,,,,,,,-91,,,,
,-64,-78,,,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-73,,,,-71,,,,,,,,,,,-91,,,,
,-63,-77,,,,,,,,,,,,,,,,-74,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-74,,,,-74,,,,,,,,,,,-88,,,,
,-63,-78,,,,,,,,,,,,,,,,-74,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-73,,,,-75,,,,,,,,,,,-89,,,,
,-63,-77,,,,,,,,,,,,,,,,-73,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-74,,,,-69,,,,,,,,,,,-89,,,,
,-65,-74,,,,,,,,,,,,,,,,-74,-81,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-74,,,,-74,,,,-73,,,,,,,,,,,-89,,,,
,-61,-78,,,,,,,,,,-92,,,,,,-74,-83,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,-76,,,,-75,,,,-71,,,,,,,,,,,-88,,,,
,-61,-75,,,,,,,,,,-92,,,,,,-74,-83,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,-76,,,,-75,,,,-70,,,,,,,,,,,-90,,,,
,-63,-75,,,,,,,,,,,,,,,,-74,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,,-79,,,,-64,,,,,,,,,,,-90,,,,
,-63,-76,,,,,,,,,,,,,,,,-74,-84,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-76,,,,-77,,,,-66,,,,,,,,,,,-91,,,,
,-63,-75,,,,,,,,,,,,,,,,-74,-82,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-79,,,,-79,,,,-70,,,,,,,,,,,-89,,,,
,-65,-79,,,,,,,-92,,,,,,,,,-81,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,-80,,,,-69,,,,,,,,,,,-89,,,,
,-65,-69,,,,,,,-92,,,,,,,,,-77,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,-70,,,,-65,,,,,,,,,,,-80,,,,
,-72,-71,,,,,,,,,,,,,,,,-76,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,-65,,,,-66,,,,,,,,,,,-80,,,,
,-72,-72,,,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,,-72,,,,,,,,,,,,,,,,-67,,,,-66,,,,-66,,,,,,,,,,,-80,,,,
,-71,-72,,,,,,,,,,,,,,,,-76,-83,,,,,,,,,,,,,,-71,,-92,,,,,,,,,,,,,,-67,,,,-66,,,,-66,,,,,,,,,,,-80,,,,
,-75,-76,,,,,,,,,,,,,,,,-77,-83,,,,,,,,,,,,,,-71,,-92,,,,,,,,,,,,,,-66,,,,-65,,,,-66,,,,,,,,,,,-80,,,,
,-75,-74,,,,,,,,,,,,,,,,-77,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,-65,,,,-66,,,,,,,,,,,-80,,,,
,-76,-74,,,,,,,,,,-87,,,,,,-77,-81,,,,,,,,,,,,,,-72,,,,,,,,,,,,,,,,-66,,,,-66,,,,-64,,,,,,,,,,,-80,,,,
,-72,-73,,,,,,,,,,-87,,,,,,-78,-82,,,,,,,,,,,,,,-76,,-90,,,,,,,,,,,,,,-66,,,,-66,,,,-65,,,,,,,,,,,-80,,,,
,-72,-75,,,,,,,,,,-87,,,,,,-78,-82,,,,,,,,,,,,,,-76,,-90,,,,,,,,,,,,,,-68,,,,-67,,,,-65,,,,,,,,,,,-80,,,,
,-78,-73,,,,,,,,,,-87,,,,,,-78,-82,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-67,,,,-67,,,,-64,,,,,,,,,,,-80,,,,
,-74,-73,,,,,,,,,,,,,,,,-78,-82,,,,,,,,,,,,,,-74,,-91,,,,,,,,,,,,,,-66,,,,-66,,,,-67,,,,,,,,,,,-79,,,,
,-74,-73,,,,,,,,,,,,,,,,-76,-81,,,,,,,,,,,,,,-74,,-91,,,,,,,,,,,,,,-66,,,,-66,,,,-63,,,,,,,,,,,-79,,,,
,-74,-73,,,,,,,,,,-87,,,,,,-76,-81,,,,,,,,,,,,,,-69,,,,,,,,,,,,,,,,-66,,,,-66,,,,-66,,,,,,,,,,,-79,,,,
,-70,-73,,,,,,,,,,-88,,,,,,-76,-82,,,,,,,,,,,,,,-69,,,,,,,,,,,,,,,,-66,,,,-67,,,,-66,,,,,,,,,,,-79,,,,
,-71,-73,,,,,,,,,,-88,,,,,,-77,-82,,,,,,,,,,,,,,-67,,,,,,,,,,,,,,,,-66,,,,-67,,,,-66,,,,,,,,,,,-79,,,,
,-72,-75,,,,,,,,,,-88,,,,,,-75,,,,,,,,,,,,,,,-67,,,,,,,,,,,,,,,,-68,,,,-67,,,,-66,,,,,,,,,,,-79,,,,
,-74,-73,,,,,,,,,,-88,,,,,,-77,-85,,,,,,,,,,,,,,-68,,,,,,,,,,,,,,,,-66,,,,-66,,,,-66,,,,,,,,,,,-80,,,,
,-74,-75,,,,,,,,,,-88,,,,,,-77,-84,,,,,,,,,,-92,,,,-70,,,,,,,-85,,,,,,,,,-63,,,,-66,,,,-65,,,,,,,,,,,-80,,,,
,-75,-76,,,,,,,,,,-88,,,,,,-77,-84,,,,,,,,,,-92,,,,-70,,,,,,,-85,,,,,,,,,-63,,,,-65,,,,-65,,,,,,,,,,,-80,,,,
,-69,-75,,,,,,,,,,-88,,,,,,-78,-83,,,,,,,,,,,,,,-78,,,,,,,,,,,,,,,,-65,,,,-65,,,,-68,,,,,,,,,,,-80,,,,
,-74,-73,,,,,,,,,,-89,,,,,,-77,-83,,,,,,,,,,,,,,-78,,,,,,,,,,,,,,,,-67,,,,-67,,,,-67,,,,,,,,,,,-80,,,,
,-74,-73,,,,,,,,,,-87,,,,,,-77,-86,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,,,-65,,,,-64,,,,-63,,,,,,,,,,,-80,,,,
,-70,-75,,,,,,,,,,-87,,,,,,-81,-82,,,,,,,,,,,,,,-76,,,,,,,,,,,,-93,,,,-65,,,,-66,,,,-63,,,,,,,,,,,-80,,,,
,-69,-75,,,,,,,,,,-87,,,,,,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,-93,,,,-65,,,,-66,,,,-63,,,,,,,,-91,,,-80,,,,
,-75,-74,,,,,,,,,,,,,,,,-82,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,-66,,,,-62,,,,,,,,-91,,,-79,,,,
,-72,-74,,,,,,,-91,,,,,,,,,-82,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,,,,-65,,,,-66,,,,,,,,,,,-79,,,,
,-71,-74,-91,,,,,,-91,,,,,,,,,-82,,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-64,,,,-64,,,,-64,,,,,,,,,,,-79,,,,
,-75,-73,-91,,,,,,,,,,,,,,,-80,-84,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-65,,,,-64,,,,-66,,,,,,,,-90,,,-79,,,,
,-75,-73,,,,,,,,,,,,,,,,-79,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,,,,-62,,,,-66,,,,,,,,-90,,,-79,,,,
,-77,-73,,,,,,,,,,,,,,,,-77,-82,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-65,,,,-66,,,,-68,,,,,,,,,,,-79,,,,
,-72,-73,,,,,,,,,,-87,,,,,,-76,-82,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-66,,,,-66,,,,-64,,,,,,,,,,,-79,,,,
,-74,-74,-90,,,,,,,,,-87,,,,,,-81,-83,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-65,,,,-64,,,,-66,,,,,,,,,,,-79,,,,
,-70,-73,-90,,,,,,,,,-87,,,,,,-80,-83,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-65,,,,-64,,,,-66,,,,,,,,,,,-79,,,,
,-71,-74,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-65,,,,-65,,,,-62,,,,,,,,,,,-81,,,,
,-71,-74,,,,,,,,,,,,,,,,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,-92,,,,-65,,,,-64,,,,-66,,,,,,,,,,,-80,,,,
,-77,-75,,,,,,,,,,,,,,,,-83,-82,,,,,,,,,,,,,,-76,,,,,,,,,,,,-92,,,,-65,,,,-64,,,,-68,,,,,,,,,,,-80,,,,
,-73,-75,,,,,,,,,,-90,,,,,,-82,-82,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,-66,,,,-66,,,,-69,,,,,,,,,,,-79,,,,
,-70,-75,,,,,,,,,,-88,,,,,,-81,-82,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,,,-66,,,,-65,,,,-69,,,,,,,,-92,,,-79,,,,
,-76,-74,,,,,,,,,,-90,,,,,,-80,,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-66,,,,-65,,,,-66,,,,,,,,-92,,,-80,,,,
,-76,-74,,,,,,,,,,-90,,,,,,-80,-83,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-65,,,,-65,,,,-66,,,,,,,,,,,-80,,,,
,,-75,,,,,,,,,,,,,,,,-80,-83,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,,,-65,,,,-65,,,,-67,,,,,,,,,,,-80,,,,
,-70,-75,,,,,,,,,,,,,,,,-79,-86,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-65,,,,-64,,,,-67,,,,,,,,,,,-80,,,,
,-71,-76,,,,,,,,,,,,,,,,-80,-86,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-65,,,,-65,,,,-67,,,,,,,,,,,-80,,,,
,-71,-74,,,,,,,,,,,,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,,,-63,,,,-67,,,,,,,,,,,-80,,,,
,-71,-75,,,,,,,,,,,,,,,,-78,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,,,-63,,,,-69,,,,,,,,,,,-80,,,,
,-71,-74,,,,,,,,,,,,,,,,-76,-83,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,-65,,,,-64,,,,-69,,,,,,,,,,,-80,,,,
,-75,-74,,,,,,,,,,-91,,,,,,-76,,,,,,,,,,,,,,,-75,,,,,,,-85,,,,,,,,,-65,,,,-65,,,,-69,,,,,,,,,,,-80,,,,
,-76,-74,,,,,,,,,,-91,,,,,,-79,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,-67,,,,-66,,,,-68,,,,,,,,,,,-80,,,,
,-70,-74,,,,,,,,,,,,,,,,-75,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,,,,-64,,,,-66,,,,,,,,,,,-80,,,,
,-76,-73,,,,,,,,,,,,,,,,-75,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,,,,-66,,,,-64,,,,,,,,,,,-80,,,,
,-69,-77,,,,,,,,,,,,,,,,-75,-80,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-66,,,,-67,,,,-68,,,,,,,,,,,-80,,,,
,-77,-75,,,,,,,,,,,,,,,,-75,-80,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-67,,,,-67,,,,-65,,,,,,,,,,,-80,,,,
,-76,-75,,,,,,,,,,-89,,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,,,,-65,,,,-71,,,,,,,,,,,-80,,,,
,-71,-75,,,,,,,,,,-88,,,,,,-76,-83,,,,,,,,,,,,,,-69,,,,,,,,,,,,,,,,-66,,,,-66,,,,-70,,,,,,,,,,,-80,,,,
,-68,-75,,,,,,,,,,-88,,,,,,-76,-83,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-64,,,,-65,,,,-70,,,,,,,,,,,-80,,,,
,-68,-74,,,,,,,,,,-88,,,,,,-76,-83,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-67,,,,-66,,,,-66,,,,,,,,,,,-81,,,,
,-72,-74,,,,,,,,,,-88,,,,,,-76,-83,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,,,-66,,,,-65,,,,-67,,,,,,,,-94,,,-80,,,,
,-76,-75,,,,,,,,,,-90,,,,,,-76,-83,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-66,,,,-65,,,,-67,,,,,,,,-94,,,-80,,,,
,-76,-73,,,,,,,,,,-90,,,,,,-76,-82,,,,,,,,,,,,,,-70,,,,,,,-85,,,,,,,,,-65,,,,-64,,,,-71,,,,,,,,,,,-81,,,,
,-73,-74,,,,,,,,,,-88,,,,,,-76,-82,,,,,,,,,,,,,,-70,,,,,,,-85,,,,,,,,,-63,,,,-64,,,,-67,,,,,,,,,,,-81,,,,
,-69,-74,,,,,,,,,,-89,,,,,,-76,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,,,-67,,,,-63,,,,,,,,,,,-80,,,,
,-69,-75,,,,,,,,,,-89,,,,,,-76,-84,,,,,,,,,,,,,,-69,,,,,,,-85,,,,,,,,,-63,,,,-65,,,,-66,,,,,,,,,,,-80,,,,
,,-76,,,,,,,,,,-89,,,,,,-76,-85,,,,,,,,,,,,,,-73,,,,,,,-85,,,,,,,,,-67,,,,-66,,,,-66,,,,,,,,,,,-79,,,,
,,-76,,,,,,,,,,,,,,,,-76,-84,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,,-65,,,,-65,,,,-68,,,,,,,,,,,-80,,,,
,,-75,,,,,,,,,,-90,,,,,,-78,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,-69,,,,-68,,,,,,,,,,,-79,,,,
,,-78,,,,,,,,,,-90,,,,,,-78,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,-66,,,,-66,,,,,,,,,,,-79,,,,
,-73,-76,,,,,,,-91,,,-88,,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,-70,,,,-67,,,,,,,,,,,-79,,,,
,-70,-75,,,,,,,-91,,,-88,,,,,,-77,,,,,,,,,,,,,,,-69,,,,,,,,,,,,-92,,,,-66,,,,-66,,,,-64,,,,,,,,,,,-79,,,,
,-71,-75,,,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,-75,,,,,,,,,,,,-92,,,,-67,,,,-67,,,,-66,,,,,,,,,,,-77,,,,
,-76,-73,,,,,,,,,,-86,,,,,,-78,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,-67,,,,-67,,,,-68,,,,,,,,,,,-80,,,,
,-76,-75,,,,,,,,,,-86,,,,,,-77,,,,,,,,,,,,,,,-72,,,,,,,,,,,,,,,,-66,,,,-67,,,,-64,,,,,,,,,,,-79,,,,
,-72,-75,,,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-66,,,,-65,,,,-67,,,,,,,,,,,-79,,,,
,-79,-77,,,,,,,,,,-90,,,,,,-80,,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-65,,,,-65,,,,-67,,,,,,,,,,,-79,,,,
,-80,-77,,,,,,,,,,-90,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,,,-67,,,,-66,,,,,,,,,,,-81,,,,
,-72,-74,,,,,,,,,,-93,,,,,,-80,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,-67,,,,-67,,,,-69,,,,,,,,,,,-80,,,,
,-66,-69,,,,,,,,,,-93,,,,,,-76,,,-90,,,,,,,,,,,,-67,,,,,,,,,,,,,,,-89,-63,,,,-63,,,,-61,,,,,,,,,,,-81,,,,
,-70,-76,,,,,,,,,,,,,,,,-88,-78,,-90,,,,,,,,,,,,-71,,,,,,,,,,,,,,,-89,-79,,,,-81,,,,-61,,,,,,,,,,,-85,,,,
,-70,-80,,,,,,,,,,,,,,,,-84,-78,,,,,,,,,,,,,,-76,,,,,,,-79,,,,,,,,,-82,,,,-81,,,,-65,,,,,,,,,,,-85,,,,
,-67,-77,,,,,,,,,,-92,,,,,,-88,-74,,,,,,,,,,,,,,-76,,,,,,,-79,,,,,,,,,-78,,,,-81,,,,-67,,,,,,,,,,,-86,,,,
,-67,-73,,,,,,,,,,-92,,,,,,-88,-80,,,,,,,,,,,,,,-68,,,,,,,,,,,,,,,,-74,,,,-73,,,,-71,,,,-80,,,,,,,-86,,,,
,-70,-73,-81,,,,,,,,,,,,,,,-89,-80,,,,,,,,,,-93,,,,-68,,,,,,,,,,,,,,,,-78,,,,-77,,,,-72,,,,-80,,,,,,,-84,,,,
,-73,-73,-82,,,,,,,,,,,,,,,-90,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,,-76,,,,-76,,,,-70,,,,,,-88,,,,,-85,,,,
,-78,-73,-82,,,,,,,,-93,,,,,,,-90,,,,,,,,,,,,,,,-79,,,,,,,-91,,,,,,,,,-80,,,,-81,,,,-68,,,,,,-91,,,,,-85,,,,
,-74,-74,,,,-91,,,,,-93,,,,,,,-91,,,,,,,,,,,,,,,-71,,,,,,,-91,,,,,,,,,-83,,,,-84,,,,-68,,,,,,-91,,,,,-85,,,,
,-74,-74,,,,-91,,,,,,,,,,,,-89,,,,,,,,,,,,,,,-67,,,,,,,,,,,,,,,,-82,,,,-82,,,,-68,,,,,,,,,,,-85,,,,
,-69,-73,,,,,,,,,,,,,,,,-87,-82,,,,,,,,,,,,,,-65,,,,,,,,,,,,,,,,-78,,,,-78,,,,-68,,,,-81,,,,,,,-85,,,,
,-77,-76,,,,,,,,,,,,,,,,-84,-82,,,,,,,,,,,,,,-65,,,,,,,,,,,,,,,,-84,,,,-78,,,,-69,,,,-81,,,,,,,-87,,,,
,-73,-71,-82,,,,,,,,,,,,,,,-84,-81,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-77,,,,-77,,,,-70,,,,,,,,,,,-87,,,,
,-72,-74,-78,,,,,,,,,,,,,,,-89,-81,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-78,,,,-78,,,,-68,,,,,,,,,,,,,,,
,-72,-75,-78,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,-78,,,,-77,,,,-68,,,,,,,,,,-89,,,,,
,-75,-75,,,,,,,,,,-95,,,,,,-89,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,-80,,,,-78,,,,-71,,,,,,-92,,,,-91,,,,,
,-75,-76,,,,,,,,,,-95,,,,,,-89,,,,,,,,,,,,,,,-71,,,,,,,,,,,,,,,,-75,,,,-74,,,,-67,,,,,,-92,,,,-91,,,,,
,-75,-76,,,,,,,,,,,,,,,,-90,-83,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,-75,,,,-75,,,,-64,,,,-72,,-88,,,,,-87,,,,
,-77,-73,,,,,,,,,,,,,,,,-88,-83,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,-76,,,,-76,,,,-72,,,,-80,,-88,-93,,,,-87,,,,
,-77,-73,-86,,,,,,,,,,,,,,,-88,-82,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,-78,,,,-77,,,,-68,,,,-80,,,-93,,,,,,,,
,-73,-76,-79,,,,,,,,-92,,,,,,,-88,-82,,,,,,,,,,-91,,,,-70,,,,,,,,,,,,,,,,-80,,,,-77,,,,-69,,,,-80,,-89,,,,,-89,,,,
,-73,-74,-77,,,,,,,,-92,,,,,,,-90,,,,,,,,,,,-91,,,,-68,,,,,,-90,,,,,,,,,,-77,,,,-75,,,,-67,,,,-73,,-88,,,,,-86,,,,
,-73,-74,-78,,,,,,,,,,,,,,,-89,-85,,,,,,,,,,,,,,-69,,,,,,-90,,,,,,,,,,-77,,,,-78,,,,-67,,,,-73,,-88,,,,,-86,,,,
,-73,-74,-81,,,,,,,,-91,,,,,,,-88,-85,,,,,,,,,,,,,,-69,,,,,,,,,,,,,,,,-80,,,,-79,,,,-67,,,,-73,,-86,,,,,-86,,,,
,-74,-74,-80,,,,,,,,-91,-93,,,,,,-90,,,,,,,,,,,,,,,-72,,,,,,,,,,,,,,,,-80,,,,-79,,,,-69,,,,,,-86,,,,,-84,,,,
,-73,-74,-80,,,,,,,,,-93,,,,,,-89,,,,,,,,,,,-92,,,,-72,,,,,,,,,,,,,,,,-75,,,,-75,,,,-68,,,,,,-90,,,,,-86,,,,
,-73,-73,,,,,,,,,,,,,,,,-89,,,,,,,,-94,,,-88,,,,-79,,,,,,,,,,,,,,,,-78,,,,-79,,,,-68,,,,,,-90,,,,,-86,,,,
,-72,-72,,,,,,,,,,,,,,,,-88,,,,,,,,-94,,,-88,,,,-79,,,,,,,,,,,,,,,,-80,,,,-81,,,,-67,,,,,,,,,,,-86,,,,
,-72,-76,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,-84,,,,-85,,,,-67,,,,,,,,,,,-85,,,,
,-74,-74,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,-79,,,,,,-91,,,,,,,,,,-78,,,,-81,,,,-66,,,,,,,,,,,-85,,,,
,-75,-74,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,-66,,,,,,-91,,,,,,,,,,-75,,,,-77,,,,-69,,,,,,,,,,,-85,,,,
,-72,-73,,,,,,,,,,,,,,,,-89,-83,,,,,,,,,,,,,,-66,,,,,,,,,,,,,,,,-75,,,,-73,,,,-71,,,,,,,,,,,,,,,
,-72,-71,,,,,,,,,,,,,,,,-89,-75,,-93,,,,,,,,,,,,-66,,,,,,,,,,,,,,,,-80,,,,-80,,,,-69,,,,-73,,,,,,,-84,,,,
,-72,-75,,,,,,,,,,,,,,,,-85,-79,,-93,,,,,,,,,,,,-66,,,,,,,,,,,,,,,,-80,,,,-80,,,,-70,,,,-73,,,,,,,-84,,,,
,-70,-77,,,,,,,,,,,,,,,,-84,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,-82,,,,-70,,,,,,,,,,,-84,,,,
,-70,-73,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,-64,,,,,,,,,,,,,,,,-84,,,,-84,,,,-70,,,,,,-89,,,,,-83,,,,
,-69,-73,-86,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,-67,,,,,,,,,,,,,,,,-79,,,,-78,,,,-67,,,,,,-89,-87,,,,-88,,,,
,-73,-74,-86,,,,,,,,,,,,,,,-91,,,,,,,,,,,,,,,-67,,,,,,-89,,,,,,,,,,-75,,,,-75,,,,-67,,,,-80,,,-87,,,,-86,,,,
,-76,-76,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,-69,,,,,,-89,,,,,,,,,,-79,,,,-81,,,,-70,,,,-75,,,-88,,,,-84,,,,
,-76,-73,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,-67,,,,,,-91,,,,,,,,,,-77,,,,-79,,,,-67,,,,-78,,,-88,,,,-84,,,,
,-60,-73,,,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,-80,,,,,,-91,,,,,,,,,,-81,,,,-81,,,,-65,,,,-78,,-88,,,,,-84,,,,
,-68,-73,-83,,,,,,,,,,,,,,,-73,,,-95,,,,,,,,-88,,,,-81,,,,,,,,,,,,,,,,-81,,,,-80,,,,-73,,,,,,-88,,,,,-86,,,,
,-68,-73,-81,,,,,,,,,,,,,,,-72,,,-95,,,,,,,,-88,,,,-66,,,,,,,,,,,,,,,,-83,,,,-81,,,,-72,,,,,,,,,,,-91,,,,
,-70,-75,-85,,,,,,,,,,,,,,,-69,,,,,,,,,,,,,,,-65,,,,,,,,,,,,,,,,-78,,,,-77,,,,-70,,,,,,,,,,,-91,,,,
