Lotus6thfloor615,Haveli,Crack_Nozzle,MGMNT,virus,Chandrapg3,Lotus pg 5th Floor,DHAR,Lotus5thfloor501,lotus 4th floor 411,NikhilSai3floor,D-Link_DIR-615,Lotus4thfloor1,happylokayogaclasses,207_3,Princess Leia,Lotus6thfloor611,Lotus3rdfloor301,Lotus pg 5th floor 511,susheelaa,lotus 4th floor 401,JioFi2_A083B4,Dekhle_Hobe_khorcha_Aache!,MI MAX 2,aaranshu2016,NikhilSai4thFloor,Chandra Row3,Lotus1stfloorg11,varsha,Debasree,Get Lost .. Its not yours,Meet_your_Makers,Lotus602,207_2,Lenovo A7000-a,Nikhilsai 2nd floor extn,chandrapg1,Home-Airtel-2_5G,Lotus3rdfloor315,chandrapg4,The creep next door,Home-Airtel-2,0LA AUTOCONNECT 1904Z,sanchit,EverGreen,manepalli,207_1_Guest,SusheelaaPG4network,Home-Airtel,Amaravathi pg4,Lotus 2nd floor 1,Airtel-E5573-03A4,nikhilsai 4th floor extn,Act-shivam,Amaravathi pg3,Bing7777777,STRIKERS,Deepak,Chandra123,0LA_DRIVER_HOTSPOT_9538268467,SalehMohamed,Trident Jio,207_1
,,,,,,,-90,,,,,,,-77,,,,,,,,,,-89,,-81,,,,,,,-86,,,,-91,,,,-79,,,-86,-77,-70,,-74,,,,,,,,,,,,-81,,-64
,,,,-92,,,,,,,,,,-77,,,,,,,,,,,,-82,,,,,,,-84,,,,-91,,,,-74,,,,-77,-66,,-74,,,,,,,,,,,,-81,,-64
,,,,-91,,,-90,,,,,,,-78,,,,,,,,,,,,-82,,,,,,,-84,,,,,,,,-72,,,,-77,-65,,-75,,,,,,,,,,,,-81,,-64
,,,,-89,,,-90,,,,,,,-77,,,,,,,,,,,,-82,,,,,,,-86,,,,,,,,-72,,,,-76,-63,,-75,,,,,,,,,,,,-83,,-63
-92,,,,-89,,,-90,,,,,,,-78,,,,,,,,,,,,-82,,,,,,,-84,,,,,,,,-72,,,,-76,-63,,-75,,,,,,,,,,,,-82,,-64
-92,,,,-89,,,-90,,,,,,,-77,,,,,,,,,,,,-82,,,,,,,-84,,,,,,,,-68,,,,-76,-65,,-75,,,,,,,,,,,,-82,,-64
,,,,,,,-90,,,,,,,-78,,,,,,,,,,-91,,-82,,,,,,,-85,,,,,,,,-76,,,-87,-76,-65,,-75,,,,,,,,,,,,-82,,-64
,,,,,,,-90,,,,,,,-77,,,,,,,,-92,,-91,,-82,,,,,,,-85,,,,,,,,-78,,,-85,-75,-63,,-75,,,,,,,,,,,,-82,,-63
,,,,-90,,,-90,,,,,,,-77,,,,,,,,-95,,-90,,-82,,,,,,,-85,,,,-91,,,,-73,,,-82,-75,-63,,-73,,,,,,,,,,,,-81,,-63
,,,,-90,,,-88,,,,,,,-77,,,,,,,,-95,,-90,,-82,,,,,,,-84,,,,-91,,,,-73,,,-82,-78,-63,,-73,,,,,,,,,,,,-80,,-63
,,,,-89,,,-88,,,,,,,-77,,,,,,,,,,,,-81,,,,,,,-84,,,,,,,,-77,,,-82,-78,-63,,-73,,,,,,,,,,,,-82,,-62
,,,,-89,,,-89,,,,,,,-77,,,,,,,,,,,,-81,,,,,,,-84,,,,-90,,,,-78,,,-82,-77,-63,,-74,,,,,,,,,,,,-80,,-62
,,,,-89,,,-89,,,,,,,-77,,,,,,,,,,,,-81,,,,,,,-85,,,,-90,,,,-73,,,,-76,-62,,-74,,,,,,,,,,,,-81,,-61
,,,,-89,,,,,,,,,,-78,,,,,,,,,,,,-81,,,,,,,-86,,,,,,,,-72,,,,-76,-63,,-74,,,,,,,,,,,,-81,,-63
,,,,-90,,,,,,-92,,,,-78,,,,,,,,,,-88,,-81,,,,,,,-84,,,,,,,,-77,,,-82,-78,-63,,-74,,,,,,,,,,,,-82,,-63
,,,,-90,,,-90,,,-92,,,,-78,,,,,,,,,,-88,,-81,,,,,,,-85,,,,,,,,-78,,,-82,-77,-63,,-75,,,,,,,,,,,,-82,,-62
,,,,-90,,,-90,,,,,,,-78,,,,,,,,,,,,-81,,,,,,,-85,,,,,,,,-74,,,-86,-77,-63,,-75,,,,,,,,,,,,-82,,-62
,,,,-90,,,-91,,,,,,,-78,,,,,,,,,,,,-81,,,,,,,-84,,,,,,,,-78,,,-85,-76,-63,,-75,,,,,,,,,,,,-82,,-64
,,,,-90,,,-90,,,,,,,-78,,,,,,,,,,,,-82,,,,,,,-84,,,,,,,,-73,,,-82,-76,-63,,-75,,,,,,,,,,,,-82,,-63
,,,,-90,,,-90,,,,,,,-78,,,,,,,,,,,,-82,,,,,,,-84,,,,,,,,-78,,,-82,-76,-64,,-75,,,,,,,,,,,,-80,,-63
,,,,-90,,,-90,,,,,,,-77,,,,,,,,,,,,-81,,,,,,,-84,,,,,,,,-73,,,,-76,-64,,-76,,,,,,,,,,,,-80,,-63
,,,,,,,-88,,,-92,,,,-78,,,,,,,,,,-90,,-81,,,,,,,-84,,,,,,,,-73,,,-82,-76,-64,,-76,,,,,,,,,,,,-80,,-63
,,,,,,,-88,,,-92,,,,-78,,,,,,,,,,-90,,-81,,,,,,,-84,,,,-93,,,,-74,,,-82,-77,-64,,-76,,,,,,,,,,,,-80,,-62
-93,,,,-90,,,-89,,,,,,,-77,,,,,,,,,,-91,,-83,,,,,,,-84,,,,-92,,,,-75,,,,-76,-64,,-76,,,,,,,,,,,,-80,,-64
-93,,,,-91,,,-90,,,,,,,-77,,,,,,,,,,-91,,-82,,,,,,,-84,,,,-91,,,,-74,,,,-75,-63,,-75,,,,,,,,,,,,-79,,-63
,,,,-89,,,-89,,,,,,,-78,,,,,,,,-97,,,,-82,,,,,,,-85,,,,-89,,,,-74,,,,-76,-63,,-76,,,,,,-92,,,,,,-80,,-63
,,,,-89,,,-89,,,,,,,-78,,,,,,,,-97,,,,-82,,,,,,,-85,,,,-89,,,,-74,,,,-76,-64,,-76,,,,,,-92,,,,,,-80,,-64
,,,,-90,,,-89,,,-92,,,,-78,,,,,,,,-94,,,,-82,,,,,,,-85,,,,,,,,-75,,,-81,-76,-63,,-76,,,,,,,,,,,,-80,,-64
,,,,-92,,,-89,,,-92,,,,-78,,,,,,,,-94,,,,-82,,,,,,,-87,,,,-91,,,,-75,,,-81,-76,-63,,-76,,,,,,,,,,,,-80,,-64
,,,,-90,,,-88,,,,,,,-77,,,,,,,,,,-90,,-82,,,,,,,-85,,,,-91,,,,-75,,,,-76,-63,,-75,,,,,,,,,,,,-80,,-64
,,,,-90,,,-87,,,,,,,-78,,,,,,,,,,-90,,-82,,,,,,,-85,,,,-91,,,,-74,,,-83,-77,-64,,-76,,,,,,,,,,,,-79,,-64
,,,,,,,-87,,,,,,,-78,,,,,,,,,,-89,,-82,,,,,,,-85,,,,-91,,,,-75,,,-83,-76,-64,,-76,,,,,,,,,,,,-80,,-63
,,,,-91,,,-87,,,,,,,-77,,,,,,,,,,-89,,-82,,,,,,,-85,,,,,,,,-73,,,,-76,-64,,-76,,,,,,,,,,,,-80,,-64
,,,,-89,,,-88,,,,,,,-78,,,,,,,,,,,,-82,,,,,,,-85,,,,,,,,-74,,,,-76,-64,,-76,,,,,,,,,,,,-81,,-64
,,,,-89,,,-89,,,,,,,-78,,,,,,,,,,-90,,-82,,,,,,,-85,,,,,,,,-75,,,,-76,-68,,-75,,,,,,,,,,,,-81,,-64
,,,,-92,,,-89,,,,,,,-78,,,,,,,,,,-90,,-82,,,,,,,-85,,,,-92,,,,-73,,,,-77,-64,,-75,,,,,,,,,,,,-80,,-64
,,,,-92,,,-89,,,,,,,-77,,,,,,,,,,,,-83,,,,,,,-85,,,,-92,,,,-73,,,,-76,-64,,-76,,,,-96,,,,,,,,-81,,-63
,,,,-89,,,-90,,,,,,,-77,,,,,,,,,,,,-83,,,,,,,-86,,,,,,,,-73,,,,-76,-63,,-76,,,,-96,,,,,,,,-80,,-63
,,,,-88,,,-87,,,,,,,-77,,,,,,,,,,,,-83,,,,,,,-86,,,,-91,,,,-73,,,,-76,-64,,-75,,,,,,,,,,,,-80,,-64
,,,,-88,,,-87,,,,,,,-78,,,,,,,,-94,,-91,,-82,,,,,,,-84,,,,-91,,,,-73,,,,-76,-64,,-75,,,,,,,,,,,,-80,,-64
,,,,-88,,,,,,,,,,-79,,,,,,,,-94,,-89,,-82,,,,,,,-83,,,,,,,,-81,,,,-76,-70,,-77,,,,,,,,,,,,-80,,-70
,,,,-90,,,-85,,,,,,,-80,,,,,,,,-94,,-89,,,,,,,,,-83,,,,,,,,-85,,,,-82,-70,,-77,,,,,,,,,,,,-83,,-70
,,-79,,-90,,,-81,,,,,,,-81,-88,,,,,,,,,-81,,,,,,,,,-75,,,,,,,,-83,,,,-82,-66,,-84,,,,,,,,,,,,-83,,-66
,,-79,,-90,-90,,-81,,,,,,,-86,-88,,,,,,,,,-82,,,,,,,,,-78,,,,-90,,,,-74,,,,-83,-66,,-80,,,,,,,,,,,,-76,,-66
,,,,-90,-90,,,,,-89,-84,,,-81,-88,,,,,,,,,-85,,,,,,,,,-78,,,,-85,,,,-72,,,-82,-83,-67,,-77,,,,,,,,,,,,-74,,-67
,,,,,-93,,,,,-89,-84,,,-80,-88,,,,,,,,,-85,,-88,,,,,,,-76,,,,-84,,,,-75,,,-79,-78,-69,,-76,,,,,,,,,,,,-74,,-69
,,,,,-93,,,,,-91,,,,-79,,,,,,,,,,-85,,-88,,,,,-92,,-76,,,,-84,,,,-76,,,-79,-79,-67,,-76,,,,,,,,,,,,-73,,-67
,,,,-94,-93,,,,,-91,,,,-83,,,,,,,,,,-85,,-88,,,,,-93,,-77,,,,-84,,,,-76,,,,-81,-67,,-76,,,,,,,,,,,,-74,,-67
,,,,-94,,,,,,-90,,,,-84,,,,,,,,,,-86,,-88,,,,,-93,,-75,,,,-84,,,,-72,,,-85,-81,-67,,-77,,,,,,,,,,,,-75,,-67
,,,,,,,,,,-90,-83,,,-80,,,,,,,,,,-86,,-88,,,,,,,-77,,,,-84,,,,-71,,,-85,-81,-67,,-78,,,,,,,,,,,,-74,,-66
,,,,,,,,,,,-83,,,-80,,,,,,,,,,,,-88,,,,,,,-77,,,,-84,,,,-75,,,,-80,-67,,-76,,,,,,,,,,,,-75,,-67
,,,,,-91,,,,,,-80,,,,,,,,,,,,,,,-87,,,,,,,-78,,,,-85,,,,-72,,,,-80,-67,,-78,,,,,,,,,,,,-75,,-67
,,,,,-91,,,,,,-80,,,-80,,,,,,,,,,-85,,-87,,,,,-91,,-78,,,,-85,,,,-71,,,-83,-80,-66,,-76,,,,,,,,,,,,-75,,-66
,,,,,,,,,,,,,,-81,,,,,,,,,,-85,-94,-87,,,,,-91,,-78,,,,-84,,,,-71,,,-83,-80,-66,,-79,,,,,,,,,,,,-75,,-66
,,,,,-90,,,,,,,,,-78,,,,,,,,,,-86,-94,,,,,,,,-78,,,,-84,,,,-75,,,,-80,-66,,-78,,,,,,,,,,,,-75,,-66
,,,,,-90,,,,,,-78,,,-78,,,,,,,,,,-86,,-86,,,,,,,-78,,,,-84,,,,-72,,,,-80,-66,,-78,,,,,,,,,,,,-75,,-66
,,,,,-93,,,,,,-82,,,-79,,,,,,,,,,,,-87,,,,,,,-77,,,,-84,,,,-72,,,,-81,-66,,-76,,,,,,,,,,,,-75,,-66
,,,,-92,-93,,,,,,-82,,,-79,,,,,,,,,,-84,-93,-88,,,,,,,-77,,,,-84,,,,-72,,,-84,-81,-66,,-77,,,,,,,,,,,,-75,,-65
,,,,-92,-93,,,,,,,,,-78,,,,,,,,,,-84,-93,-88,,,,,,,-77,,,,-83,,,,-72,,,-84,-79,-66,,-76,,,,,,,,,,,,-75,,-66
,,,,,,,,,,-89,-83,,,-86,,,,,,,,,,-86,,-88,,,,,,,-77,,,,-83,,,,-72,,,-83,-79,-66,,-76,,,,,,,,,,,,-75,,-66
,,,,,,,,,,-91,-79,,,-80,,,,,,,,,,-84,,-88,,,,,,,-77,,,,-83,,,,-72,,,-83,-80,-66,,-76,,,,,,,,,,,,-75,,-66
,,,,,,,,,,-91,-79,,,-86,,,,,,,,,,-84,,-87,,,,,-94,,-74,,,,-83,,,,-72,,,-84,-80,-66,,-76,,,,,,,,,,,,-75,,-66
,,,,,-94,,,,,,-83,,,-86,,,,,,,,,,-84,,-87,,,,,-94,,-77,,,,-83,,,,-72,,,-84,-80,-66,,-76,,,,,,,,,,,,-75,,-66
,,,,,-94,,,,,,-83,,,-86,,,,,,,,,,-83,,-86,,,,,,,-77,,,,-84,,,,-72,,,-85,-80,-66,,-76,,,,,,,,,,,,-75,,-66
,,,,,,,,,,,-83,,,-86,,,,,,,,,,-84,,-86,,,,,,,-77,,,,-84,,,,-72,,,-85,-80,-66,,-77,,,,,,,,,,,,-75,,-66
,,,,,-90,,,,,-90,-80,,,-87,,,,,,,,,,-83,,-86,,,,,-93,,-77,,,,-84,,,,-73,,,-86,-80,-66,,-77,,,,,,,,,,,,-74,,-66
,,,,-92,-90,,,,,-90,-80,,,-80,,,,,,,,,,-83,,-88,,,,,-93,,-77,,,,-84,,,,-76,,,-83,-80,-66,,-76,,,,,,,,,,,,-73,,-65
,,,,-92,-90,,,,,,-80,,-95,-80,,,,,,,,,,-86,,-88,,,,,-91,,-77,,,,-84,,,,-73,,,-82,-80,-66,,-76,,,,,,,,,,,,-73,,-65
,,,,-92,,,,,,,,,-95,-80,,,,,,,,,,-85,,-88,,,,,-91,,-77,,,,-85,,,,-76,,,-82,-80,-66,,-77,,,,,,,,,,,,-73,,-65
,,,,-92,,,,,,,,,,-84,,,,,,,,,,-85,,-87,,,,,-91,,-75,,,,-85,,,,-76,,,,-80,-65,,-77,,,,,,,,,,,,-73,,-65
,,,,,,,,,,-91,,,,-86,,,,,,,,,,-87,,-87,,,,,,,-76,,,,-84,,,,-72,,,-87,-80,-66,,-77,,,,,,,,,,,,-74,,-66
,,,,,-93,,,,,-91,-78,,,-79,,,,,,,,,,-87,,-86,,,,,,,-76,,,,-84,,,,-72,,,-87,-80,-66,,-76,,,,,,,,,,,,-74,,-66
,,,,,-93,,,,,-89,-78,,,-79,,,,,,,,,,,,-87,,,,,,,-77,,,,-84,,,,-72,,,-83,-80,-66,,-77,,,,,,,,,,,,-74,,-65
,,,,-94,-93,,,,,-89,,,,-79,,,,,,,,,,,,-87,,,,,,,-77,,,,-84,,,,-72,,,-83,-80,-66,,-76,,,,,,,,,,,,-73,,-66
,,,,-91,-93,,,,,,-83,,,-86,,,,,,,,,,,,-87,,,,,,,-77,,,,-84,,,,-72,,,,-80,-67,,-78,,,,,,,,,,,,-73,,-66
,,-84,,-91,,,,,,,-79,,,-86,-92,,,,,,,,,,,-88,,,,,,,-77,,,,-84,,,,-76,,,-85,-80,-65,,-77,,,,,,,,,,,,-74,,-65
,,-84,,,,,,,,,-83,,,-80,-92,,,,,,,,,,,-88,,,,,,,-77,,,,-84,,,,-76,,,-86,-79,-66,,-76,,,,,,,,,,,,-74,,-65
,,,,,,,,,,,-83,,,-85,,,,,,,,,,,,-86,,,,,,,-77,,,,-84,,,,-76,,,-86,-79,-66,,-76,,,,,,,,,,,,-74,,-65
,,,,,,,,,,-88,-80,,,-83,,,,,,,,,,,,-86,,,,,,,-73,,,,-84,,,,-72,,,-88,-79,-66,,-76,,,,,,,,,,,,-74,,-66
,,-84,,,,,,,,-88,-80,,,-79,,,,,,,,,,,,-86,,,,,-94,,-77,,,,-84,,,,-73,,,-88,-79,-66,,-77,,,,,,,,,,,,-74,,-66
,,-84,,,-91,,,,,,-79,,,-86,,,,,,,,,,-83,,-86,,,,,-94,,-77,,,,-84,,,,-73,,,-88,-79,-65,,-77,,,,,,,,,,,,-74,,-66
,,,,,-91,,,,,,-79,,,-81,,,,,,,,,,-83,,-86,,,,,-93,,-77,,,,-83,,,,-73,,,-88,-79,-66,,-77,,,,,,,,,,,,-74,,-66
,,,,,-90,,,,,,-79,,,-79,,,,,,,,,,,,-88,,,,,-93,,-78,,,,-83,,,,-73,,,-82,-79,-66,,-76,,,,,,,,,,,,-74,,-66
,,,,-94,-90,,,,,,-84,,,-80,,,,,,,,,,-83,,-86,,,,,-92,,-78,,,,-84,,,,-73,,,-83,-79,-66,,-76,,,,,,,,,,,,-75,,-66
,,,,-94,,,,,,,-80,,,-85,,,,,,,,,,-83,,-87,,,,,-92,,-78,,,,-84,,,,-73,,,-85,-79,-66,,-76,,,,,,,,,,,,-75,,-67
,,,,,,,,,,,-80,,,-85,,,,,,,,,,-84,,-87,,,,,,,-78,,,,-84,,,,-74,,,-85,-80,-66,,-76,,,,,,,,,,,,-74,,-67
,,,,-93,,,,,,,-79,,,-80,,,,,,,,,,-87,,,,,,,,,-77,,,,-83,,,,-74,,,,-78,-66,,-76,,,,,,,,,,,,-74,,-67
,,,,-93,,,,,,,-79,,,-84,,,,,,,,,,-87,,-88,,,,,,,-77,,,,-83,,,,-76,,,-82,-78,-66,,-76,,,,,,,,,,,,-74,,-66
,,,,-94,-89,,,,,,,,,-84,-90,,,,,,,,,,,-88,,,,,-94,,-78,,,,-84,,,,-77,,,-82,-79,-67,,-76,,,,,,,,,,,,-74,,-66
,,,,-94,-89,,,,,,-79,,,-81,-90,,,,,,,,,,,,,,,,-94,,-78,,,,-84,,,,-73,,,-82,-79,-67,,-76,,,,,,,,,,,,-74,,-66
,,,,,,,,,,,-79,,,-80,,,,,,,,,,-84,,,,,,,,,-78,,,,-84,,,,-77,,,-87,-79,-67,,-78,,,,,,,,,,,,-74,,-66
,,,,,,,,,,,-79,,,-79,,,,,,,,,,-84,,,,,,,,,-74,,,,-84,,,,-77,,,-87,-79,-66,,-76,,,,,,,,,,,,-74,,-66
,,,,,,,,,,-90,-82,,,-79,,,,,,,,,,-88,,,,,,,,,-75,,,,-84,,,,-73,,,-87,-79,-66,,-77,,,,,,,,,,,,-74,,-66
,,,,,,,,,,-90,-82,,,-79,,,,,,,,,,-88,,-87,,,,,,,-79,,,,-84,,,,-75,,,-87,-79,-66,,-78,,,,,,,,,,,,,,-66
,,,,,,,,,,,-81,,,-84,,,,,,,,,,-87,,-87,,,,,,,-79,-87,,,-84,,,,-74,,,,-81,-67,,-76,,,,,,,,,,,,,,-67
,,,,,,,,,,,-81,,,-86,,,,,,,,,,-79,,-88,,,,,,,-77,-87,,,-84,,,,-73,,,-86,-81,-67,,-76,,,,,,,,,,,,-74,,-66
,,,,,,,,,,-89,-78,,,-85,,,,,,,,,,-87,,-88,,,,,,,-77,,,,-84,,,,-72,,,-86,-79,-67,,-77,,,,,,,,,,,,-77,,-66
,,,,,,,,,,-89,-78,,,-81,,,,,,,,,,-87,,,,,,,,,-77,,,,-84,,,,-72,,,-86,-77,-66,,-79,,,,,,,,,,,,-76,,-66
,,-84,,,-96,,,,,-89,-83,,,-81,-93,,,,,,,,,-88,,-89,,,,,,,-79,,,,-84,,,,-72,,,-84,-79,-66,,-78,,,,,,,,,,,,-76,,-66
,,-84,,,-91,,,,,-89,-82,,,-80,-93,,,,,,,,,-86,,-89,,,,,,,-77,,,,-84,,,,-72,,,-84,-79,-66,,-76,,,,,,,,,,,,-76,,-66
,,,,,-91,,,,,,-82,,,-80,,,,,,,,,,-86,,,,,,,,,-77,,,,-85,,,,-72,,,-83,-80,-66,,-77,,,,,,,,,,,,-76,,-66
,,,,,-92,,,,,-89,-79,,,-83,-92,,,,,,,,,,,-88,,,,,,,-77,,,,-84,,,,-76,,,-84,-80,-66,,-78,,,,,,,,,,,,-75,,-65
,,,,,-92,,,,,-89,-79,,,-80,-92,,,,,,,,,,,-88,,,,,,,-77,,,,-84,,,,-73,,,-84,-80,-66,,-77,,,,,,,,,,,,-74,,-65
,,,,,,,,,,,-78,,,-80,,,,,,,,,,-85,,,,,,,,,-77,,,,-84,,,,-76,,,-83,-80,-66,,-77,,,,,,,,,,,,-74,,-65
,,,,,,,,,,,-78,,-94,-80,,,,,,,,,,-85,,,,,,,-94,,-77,,,,-84,,,,-74,,,-83,-79,-66,,-76,,,,,,,,,,,,-74,,-65
,,,,,-90,,,,,,-78,,-94,-80,,,,,,,,,,-86,,-87,,,,,-94,,-77,,,,-83,,,,-73,,,-85,-79,-66,,-77,,,,,,,,,,,,-74,,-66
,,,,,-90,,,,,,-78,,,-85,,,,,,,,,,-86,,-87,,,,,-94,,-77,,,,-84,,,,-72,,,-85,-80,-66,,-77,,,,,,,,,,,,-74,,-66
,,,,,,,,,,,-78,,,-78,,,,,,,,,,,,-88,,,,,-94,,-77,,,,-84,,,,-76,,,-81,-80,-66,,-76,,,,,,,,,,,,-74,,-66
,,,,,,,,,,,-81,,,-80,,,,,,,,,,,,-88,,,,,-94,,-76,,,,-84,,,,-76,,,-81,-79,-66,,-78,,,,,,,,,,,,-74,,-66
,,,,,,,,,,,-81,,,-79,,,,,,,,,,,,-88,,,,,,,-76,,,,-83,,,,-73,,,-85,-79,-66,,-76,,,,,,,,,,,,-74,,-66
,,,,-90,,,,,,,,,,-84,,,,,,,,,,,,-88,,,,,,,-76,,,,-84,,,,-74,,,-85,-79,-69,,-77,,,,,,,,,,,,-74,,-70
,,,,-90,-94,,,,,,-82,,,-82,-88,,,,,,,,,-80,,-86,,,,,-91,,-77,,,,-89,,,,-77,,,-89,-83,-69,,-78,,,,,,,,,,,,-77,,-68
,,,,,-94,,-91,,,,-82,,-88,-82,-88,,,,,,,,,-80,,-84,,,,,-90,,-73,,,,-89,,-91,,-70,,,-81,-83,-58,,-75,,,,,,,,,,,,-73,,-59
,,,,-85,,,-91,,,,,,-88,-84,,,,,,,,,,,,-86,,,,,-90,,-80,,,,-89,,-91,,-76,,,-81,-74,-57,,-83,,,,,,-92,,,,,,-74,,-58
,,,,-86,,,-88,,,,,,,-77,,,,,,,,,,,,-86,,,,,,,-69,,,,-89,,,,-84,,,,-78,-58,,-86,,,,,,-92,,,,,,-87,,-59
,,,,-85,,,-84,,,,,,,-81,,-93,,,,,,,,-89,,,,,,,,,-77,,,,,,,,-80,,,,-73,-62,,-79,,,,,,,,,,,,-76,,-63
-89,,,,-89,,-85,-84,,,,,,,-80,,-93,,,,,,,,-89,,-77,,,,,,,-73,,,,-90,,,,-87,,,-79,-75,-63,,-77,,,,,,,,,,,,-81,,-63
-89,,,,-89,,-85,,,,,,,-91,-85,,,,,,,,,,,,-77,,,,,,,-70,,,,-90,,,,-83,,,-79,-75,-69,,-81,,,,,,,,,,,,-81,,-69
,,,,,,,,,,,,,-91,-82,,,,,,,,,,,,-78,,,,,-94,,-72,,,,,,,,-83,,,-78,-74,-69,,-82,,,,,,,,,,,,-87,,-69
,,,,,,,,,,,,,,-86,,,,-91,,,,,,-90,,-78,,,,,-94,,-70,,,,,,,,-85,,,-78,-75,-71,,-82,,,,-93,,,,,,,,-82,,-72
,,,,-89,,,,,,,-84,,,-86,,,,-90,,,,,,-90,,-78,,,,,-91,,-70,,,,,,,,-85,,-89,-78,-75,-71,,-85,,,,-92,,,,,,,,-81,,-71
,,,,-89,,,,,,,-83,-93,,-85,,,,-90,,,,,,-90,,-77,,,,,-91,,-70,,,,,,,,-84,,-89,-78,-75,-71,,-85,,,,-92,,,,,,,,-81,,-71
,,,,-92,,,,,,,-76,-93,-92,-84,,,,-90,,,,,,-89,,-76,,,,,-89,,-68,,,,,-93,,,-84,,,-77,-76,-71,,-84,,,,,,,,,,,,-83,,-70
,,,,-91,,,,,,,-82,,-92,-83,,,,,,,,,,-89,,-76,,,,,-89,,-69,,,,,-93,,,-84,,,-77,-76,-71,,-84,,,,,,,,,,,,-81,,-70
,,,,-91,,,,,,,-82,,,-85,,,,,,,,,,,,-75,,,,,-89,,-69,,,,-91,,,,-87,,,-78,-76,-70,,-84,,,,,,,,,,,,-81,,-70
,,,,-91,,,,,,,-82,,,-84,,,,,,,,,,-90,,-75,,,,,,,-69,,,,-91,,,,-84,,,-78,-76,-70,,-82,,,,,,,,,,,,,,-70
,,,,-87,,,,,,,-75,,,-81,,,,,,,,,,-90,,-76,,,,,-92,,-69,,,,,,,,-84,,,-78,-76,-70,,-84,,,,,,,,,,,,,,-70
,,,,-87,,,,,,,-74,,,-81,,,,,,,,,,,,-76,,,,,-92,,-69,,,,-91,,,,-86,,,-78,-75,-68,,-84,,,,,,,,,,,,-83,,-68
,,,,-89,,,,,,,-74,,,-81,,,,,,,,,,,,-76,,,,,,,-69,,,,-91,,,,-84,,,-76,-75,-70,,-84,,,,,,,,,,,,-82,,-71
,,,,-89,,,,,,,-85,,-90,-82,,,,,,,,,,,,-76,,,,,,,-69,,,,,,,,-84,,,-78,-75,-70,,-82,,,,,,,,-94,,,,-82,,-70
,,,,-89,,,,,,,-85,,-93,-83,,,,-92,,,,,,-88,,-76,,,,,,,-69,,,,-91,,,,-85,,,-77,-75,-70,,-82,,,,,,,,-94,,,,-80,,-70
,,,,-91,,,,,,,-75,,-92,-86,,,,-91,,,,,,-88,,-77,,,,,,,-69,,,,-91,,,,-85,,,-77,-75,-70,,-82,,,,-91,,,,,,,,-80,,-70
-92,,,,-91,,,,,,,-75,,-92,-83,,,,-91,,,,,,,,-77,,,,,,,-69,,,,,,,,-85,,-90,-78,-75,-75,,-84,,,,-91,,,,-95,,,,-83,,-74
-92,,,,-91,,,,,,,-75,,-92,-84,,,,,,,,,,-88,,-77,,,,,,,-69,,,,-92,,,,-89,,-90,-78,-75,-71,,-85,,,,,,,,-95,,,,-81,,-72
,,,,-91,,,,,,,,,-91,-84,,,,-92,,,,,,-88,,-77,,,,,,,-69,,,,-92,,,,-85,,-90,-78,-75,-71,,-84,,,,,,,,,,,,-82,,-72
,,,,,,,,,,,,,-91,-84,,,,-92,,,,,,-88,,-77,,,,,,,-69,,,,,,,,-85,,-90,,-75,-71,,-84,,,,-91,,,,,,,,-82,,-72
,,,,,,,,,,,,,-91,-84,,,,-91,,,,,,-89,,-77,,,,,,,-69,,,,-91,,,,-85,,,-78,-75,-70,-94,-82,,,,-91,,,,,,,,-82,,-70
,,,,,,,,,,,,,,-85,,,,-91,,,,,,-89,,-78,,,,,,,-69,,,,-91,,,,-85,,,-78,-75,-71,-94,-83,,,,,,,,,,,,-82,,-71
,,,,,,,,,,,,,,-85,,,,,,,,,,-88,,-77,,,,,,,-69,,,,-91,,,,-84,,,-78,-75,-70,,-83,,,,,,,,,,,,-82,,-70
,,,,,,,,,,,,,,-84,,,,,,,,,,-87,,-77,,,,,-91,,-69,,,,-91,,,,-83,,,-78,-75,-71,,-83,,,,-92,,,,,,,,-81,,-71
,,,,-92,,,,,,,-83,,,-83,,,,,,,,,,-87,-89,-77,,,,,-91,,-69,,,,-91,,,,-83,,,-78,-75,-70,,-82,,,,-92,,,,,,,,-81,,-70
,,,,-92,,,,,,,-83,,,-81,,,,,,,,,,-87,-89,-77,,,,,-90,,-69,,,,-91,,,,-84,,,-77,-75,-70,,-82,,,,,,,,,,,,-83,,-70
-93,,,,,,,,,,,-83,,-90,-82,,,,-93,,,,,,-86,-89,-77,,,,,-90,,-69,,,,-90,,,,-86,,,-78,-75,-71,,-82,,,,,,,,-92,,,,-82,,-70
-93,,,,,,,,,,,-83,,-90,-84,,,,-93,,,,,,-87,-89,-77,,,,,-90,,-69,,,,-90,,,,-86,,,-78,-75,-69,,-79,,,,,,,,-92,,,-90,-82,,-69
,,,,-90,,,,,,,-83,,-89,-84,,,,,,,,,,-87,-91,-77,,,,,,,-69,,,,-91,,,,-87,,,-79,-75,-70,,-78,,,,,,,,,,,-90,-83,,-70
,,,,-90,,,,,,,-75,,-91,-82,,,,,,,,,,-87,-91,-77,,,,,-93,,-69,,,,-91,,,,-85,,,-78,-75,-70,,-78,,,,,,,,,,,,-82,,-69
,,,,-90,,,,,,,-75,,-90,-82,,,,-92,,,,,,-87,-88,-77,,,,,-91,,-70,,,,,,,,-85,,,-77,-71,-70,,,,,,,,,,,,,-93,-81,,-70
